nkid,ngir,yrbirth,hours,wagert,school,jobten,cpi,black,other,age,mcol,mhigh,fcol,fhigh,manager,prof,self,crafts,labor,farm,married,never,divorce,psidJAN,psidFEB,psidMARCH,psidAPRIL,psidMAY,psidJUNE,psidJULY,psidAUG,psidSEPT,psidOCT,psidNOV,psidDEC
0,0,1961,1794,6.47,12,2,1.4,0,0,31,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1960,2282,15.34,16,12,1.4,0,1,32,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1955,3000,17.33,16,240,1.4,0,0,37,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,1953,2056,19.46,14,84,1.4,0,0,39,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1956,2496,10.02,12,180,1.4,1,0,36,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,3,1958,2400,11.67,12,156,1.4,0,0,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,2,1954,1992,16.06,12,72,1.4,0,0,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,3,1951,1956,34.76,16,216,1.4,0,0,41,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1956,2371,13.37,12,36,1.4,0,0,36,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1963,3220,12.42,12,108,1.4,0,0,29,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1960,2400,7.08,12,18,1.4,1,0,32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1951,1880,11.61,12,264,1.4,0,0,41,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,1952,2000,11.65,12,198,1.4,0,0,40,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1946,2196,26.87,16,162,1.4,0,0,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1967,1040,11.54,12,12,1.4,0,0,25,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1958,2200,15.91,12,60,1.4,0,0,34,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1962,1965,8.14,16,30,1.4,0,0,30,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1958,2430,22.22,12,48,1.4,0,0,34,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,1945,1904,23.11,16,288,1.4,0,0,47,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,1948,2001,28.71,17,168,1.4,0,0,44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,1954,2940,28.91,16,168,1.4,0,0,38,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1947,1613,1.19,16,228,1.4,0,0,45,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,1947,2450,22.45,16,228,1.4,0,0,45,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1940,2330,18.03,16,342,1.4,0,0,52,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1960,3465,5.19,9,24,1.4,0,0,32,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,1952,2040,23.53,16,30,1.4,0,0,40,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1948,2500,5,15,36,1.4,0,0,44,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1944,2279,14.17,16,36,1.4,0,0,48,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,1,1949,3575,5.47,13,60,1.4,0,0,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,1943,2244,16,12,120,1.4,0,0,49,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,1962,1840,15.22,12,132,1.4,0,0,30,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1958,2048,27,17,42,1.4,0,0,34,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,1947,620,8.06,10,12,1.4,0,0,45,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,2,1952,1960,13.77,11,144,1.4,0,0,40,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1966,2805,12.83,12,27,1.4,0,0,26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,1,1948,2450,28.57,16,60,1.4,0,0,44,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1963,2600,5.77,13,84,1.4,0,0,29,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1955,2304,21.69,17,72,1.4,0,0,37,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1956,2250,10.04,14,144,1.4,0,0,36,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1964,1968,12.45,16,84,1.4,0,0,28,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,1962,2250,9.69,12,48,1.4,0,0,30,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,1942,2130,13.62,12,381,1.4,0,0,50,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1967,818,9.78,12,1,1.4,0,0,25,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,1944,1659,18.08,14,240,1.4,0,0,48,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,1,1945,2880,16.09,15,264,1.4,0,0,47,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1969,2224,15.75,14,16,1.4,0,0,23,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1967,1261,18.2,12,12,1.4,0,0,25,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1968,2844,6.68,12,84,1.4,0,0,24,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,1963,2490,20,14,42,1.4,0,0,29,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1948,1040,18.64,16,24,1.4,0,0,44,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1946,2780,15.47,14,168,1.4,1,0,46,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1952,2618,17.19,17,120,1.4,0,0,40,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1963,2060,8.5,14,24,1.4,0,0,29,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,1957,2187,25.15,14,144,1.4,0,0,35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1959,3150,13.33,16,19,1.4,0,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1944,2320,25.86,16,180,1.4,0,0,48,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,1947,3870,9.04,9,1,1.4,0,0,45,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,1947,2760,15.94,14,168,1.4,0,0,45,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1968,3080,13.64,12,72,1.4,0,0,24,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1946,2300,8.26,16,36,1.4,0,0,46,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,1957,2607,17.64,14,18,1.4,0,0,35,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1960,3224,13.65,13,48,1.4,0,0,32,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1963,2450,22.2,10,4,1.4,0,0,29,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1971,1387,9.01,12,12,1.4,0,0,21,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1957,2684,13.79,12,48,1.4,0,0,35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1945,2000,7.8,12,72,1.4,0,0,47,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4,1,1958,2024,12.35,9,204,1.4,0,0,34,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,1961,2040,11.27,8,204,1.4,0,0,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,2,1959,2126,9.03,12,18,1.4,0,0,33,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1960,2717,25.76,17,72,1.4,0,0,32,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1949,1896,12.92,13,11,1.4,0,0,43,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,2,1957,2040,4.9,12,120,1.4,1,0,35,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1956,3715,19.84,15,72,1.4,1,0,36,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,1958,1944,23.15,13,7,1.4,0,0,34,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1955,1849,11.47,14,156,1.4,0,0,37,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2,1950,2196,15.48,9,72,1.4,0,0,42,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,1950,1999,32.52,17,222,1.4,0,0,42,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1935,2176,17.28,15,66,1.4,0,1,57,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1961,2178,20.2,16,36,1.4,0,0,31,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1962,3528,24.09,17,36,1.4,0,0,30,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1946,2640,38.64,16,264,1.4,0,0,46,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,1949,1872,42.74,17,168,1.4,0,0,43,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1955,2750,44.36,17,72,1.4,0,0,37,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,1,1949,1860,190.86,17,9,1.4,0,0,43,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1948,2160,16.01,12,60,1.4,0,0,44,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1946,1999,34.02,15,240,1.4,0,0,46,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1967,1860,2.69,11,12,1.4,0,1,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,1952,2940,14.81,12,36,1.4,0,0,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1951,3000,10.67,12,24,1.4,0,0,41,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,1956,2000,20,12,204,1.4,0,0,36,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1948,1960,15.82,13,150,1.4,0,0,44,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,1949,2450,23.67,16,144,1.4,0,0,43,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1965,2410,5.81,11,24,1.4,0,0,27,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1953,2367,20.32,14,228,1.4,0,0,39,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1960,2176,18.38,14,84,1.4,0,0,32,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,1960,2058,31.58,17,120,1.4,0,0,32,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,1940,2226,35.94,17,348,1.4,0,0,52,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,1955,2940,37.41,14,180,1.4,0,0,37,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1956,2200,15.45,12,12,1.4,0,0,36,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1959,2050,25.85,13,13,1.4,0,0,33,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,1949,2082,32.13,15,72,1.4,0,0,43,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1955,1896,14.81,12,144,1.4,0,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1953,1936,24.79,15,60,1.4,0,0,39,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1958,2160,15.74,17,18,1.4,0,0,34,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1949,2020,18.32,12,156,1.4,0,0,43,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1963,2258,9.3,12,5,1.4,0,0,29,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1964,1793,17.29,16,66,1.4,0,0,28,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1966,3158,11.06,12,96,1.4,0,0,26,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,1,1952,2618,12.61,16,84,1.4,0,0,40,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1953,3250,12.92,12,84,1.4,0,0,39,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1957,3500,13.71,12,60,1.4,0,0,35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,1952,1960,12.76,15,204,1.4,0,0,40,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1955,2090,17.22,16,144,1.4,0,0,37,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1946,2035,8.6,12,138,1.4,0,0,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,1950,1907,20.38,13,216,1.4,0,0,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1957,1970,15.23,13,94,1.4,0,0,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,3,1943,2160,21.76,14,300,1.4,0,0,49,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,1965,1895,9.7,12,60,1.4,0,0,27,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1963,1932,11.06,12,36,1.4,0,0,29,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,1956,2160,27.78,16,108,1.4,0,0,36,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1963,2352,10.97,12,96,1.4,0,0,29,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,1956,3556,12.65,13,48,1.4,0,0,36,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1964,1968,15.75,12,24,1.4,0,0,28,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1963,2024,26.19,16,84,1.4,0,0,29,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1965,1912,15.69,15,48,1.4,0,0,27,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1955,2450,29.8,16,96,1.4,0,0,37,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,2,1955,1936,15.5,14,11,1.4,0,0,37,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,1962,2526,17.81,12,24,1.4,0,0,30,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1956,1760,31.82,14,132,1.4,0,0,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1954,284,130.28,12,240,1.4,0,0,38,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,1954,192,201.56,14,239,1.4,0,0,38,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1952,667,25.49,14,264,1.4,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1953,2052,16.57,13,222,1.4,0,0,39,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,2,1957,2450,31.84,15,60,1.4,0,0,35,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,1958,3052,17.07,12,192,1.4,0,0,34,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1953,1718,26.19,16,156,1.4,0,0,39,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,2,1938,3200,45.52,12,3,1.4,0,0,54,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,1,1943,2910,13.75,12,360,1.4,0,0,49,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1963,2262,15.47,12,132,1.4,0,0,29,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1964,2250,10.22,12,48,1.4,0,0,28,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,1956,1896,21.1,12,144,1.4,0,0,36,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,1,1943,2805,4.99,10,24,1.4,0,0,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1946,1852,8.15,8,192,1.4,0,0,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1959,2100,18.1,14,30,1.4,0,0,33,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1960,935,20.32,12,24,1.4,0,0,32,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1965,2440,14.34,12,84,1.4,0,0,27,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3,2,1958,2695,22.26,12,120,1.4,0,0,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1964,3160,17.53,16,24,1.4,0,0,28,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,1959,2025,13.83,12,96,1.4,0,0,33,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1969,2832,6,12,30,1.4,0,0,23,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,1948,1894,13.2,17,12,1.4,0,0,44,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1964,2094,7.64,13,18,1.4,0,0,28,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1959,2312,19.03,17,15,1.4,0,0,33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,3,1955,480,13.77,11,2,1.4,0,0,37,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,1949,628,8.06,11,84,1.4,0,0,43,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,1946,2000,13.5,12,180,1.4,0,0,46,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,1959,1974,12.19,12,156,1.4,0,0,33,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,1954,2050,10.73,12,54,1.4,0,0,38,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,1956,2420,21.36,15,48,1.4,0,0,36,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2,1957,2020,13.37,11,108,1.4,0,0,35,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,1960,2450,11.31,12,138,1.4,0,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1962,2000,9.25,16,36,1.4,0,0,30,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,1944,2360,19.07,14,300,1.4,0,0,48,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,1950,1300,4.81,17,24,1.4,0,0,42,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1965,1016,17.72,16,2,1.4,0,0,27,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,1945,2750,9.93,12,120,1.4,0,0,47,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,1967,2445,7.16,11,72,1.4,0,0,25,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,1,1956,2744,12.76,12,66,1.4,0,0,36,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1942,1936,17.46,12,336,1.4,0,0,50,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1957,2196,15.26,14,54,1.4,0,0,35,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1958,1428,26.61,16,54,1.4,0,0,34,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1933,2180,20.64,12,96,1.4,0,0,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1962,2256,24.82,16,54,1.4,0,0,30,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1961,2500,16.8,12,84,1.4,0,0,31,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,1950,2500,9.53,12,36,1.4,0,0,42,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,1941,1800,18.89,12,240,1.4,0,0,51,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1962,2381,13.65,12,144,1.4,0,0,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
